Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN05400,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,94.5,2,10/6/2017,Not_Canceled
INN05401,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Online,0,0,0,109,0,7/17/2017,Canceled
INN05402,2,0,2,1,Meal Plan 1,0,Room_Type 1,271,Online,0,0,0,71.64,0,12/3/2018,Not_Canceled
INN05403,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,79,0,11/14/2017,Not_Canceled
INN05404,2,0,1,3,Meal Plan 1,0,Room_Type 4,96,Online,0,0,0,99.45,0,3/24/2018,Not_Canceled
INN05405,1,0,0,1,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,104.4,1,3/31/2018,Not_Canceled
INN05406,2,0,1,4,Meal Plan 1,0,Room_Type 4,159,Online,0,0,0,133.2,1,9/28/2018,Canceled
INN05407,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95,0,10/13/2018,Not_Canceled
INN05408,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,11/1/2018,Canceled
INN05409,2,0,2,4,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,90.33,1,1/17/2018,Not_Canceled
INN05410,1,0,2,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,97,2,11/13/2018,Not_Canceled
INN05411,2,0,1,2,Meal Plan 1,0,Room_Type 4,74,Online,0,0,0,102.6,1,12/26/2018,Not_Canceled
INN05412,2,0,0,1,Meal Plan 1,1,Room_Type 1,60,Online,0,0,0,127.8,1,10/11/2018,Not_Canceled
INN05413,2,0,2,5,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,110.99,1,4/14/2018,Canceled
INN05414,2,0,2,3,Meal Plan 1,0,Room_Type 4,2,Offline,0,0,0,75,0,9/20/2017,Not_Canceled
INN05415,2,0,1,1,Not Selected,0,Room_Type 1,42,Online,0,0,0,112.59,1,9/19/2018,Canceled
INN05416,3,0,2,2,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,130.9,2,12/2/2018,Not_Canceled
INN05417,2,0,0,3,Not Selected,0,Room_Type 1,113,Online,0,0,0,116.1,0,6/9/2018,Not_Canceled
INN05418,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75,0,2/17/2018,Not_Canceled
INN05419,1,0,0,1,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,120,0,6/10/2018,Not_Canceled
INN05420,2,0,2,0,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,85.5,0,9/11/2018,Not_Canceled
INN05421,2,0,0,1,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,72.25,2,11/13/2017,Not_Canceled
INN05422,3,0,0,1,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,159.3,1,5/4/2018,Not_Canceled
INN05423,2,1,0,1,Meal Plan 1,0,Room_Type 1,75,Online,0,0,0,135,0,10/20/2018,Canceled
INN05424,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,97.71,0,6/9/2018,Not_Canceled
INN05425,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,Online,0,0,0,120,0,9/15/2018,Canceled
INN05426,2,0,0,4,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,108.45,1,4/6/2018,Not_Canceled
INN05427,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,82.4,0,3/17/2018,Not_Canceled
INN05428,2,2,2,3,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,199.8,1,10/22/2017,Not_Canceled
INN05429,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,151,1,8/4/2018,Not_Canceled
INN05430,2,0,0,1,Meal Plan 1,0,Room_Type 1,254,Online,0,0,0,106,0,7/9/2018,Canceled
INN05431,2,0,1,4,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,91,2,2/15/2018,Canceled
INN05432,2,0,1,0,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,109.8,0,9/4/2018,Canceled
INN05433,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,Offline,0,0,0,52,0,12/2/2018,Not_Canceled
INN05434,2,0,0,3,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,104.4,2,10/25/2018,Not_Canceled
INN05435,1,0,2,5,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,65,0,11/11/2018,Not_Canceled
INN05436,2,0,1,0,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,145,2,8/21/2018,Not_Canceled
INN05437,2,0,0,2,Not Selected,0,Room_Type 1,51,Online,0,0,0,79.2,1,12/9/2018,Not_Canceled
INN05438,2,0,2,4,Not Selected,0,Room_Type 1,126,Online,0,0,0,80.75,1,6/26/2018,Not_Canceled
INN05439,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,Online,0,0,0,52,0,11/18/2018,Canceled
INN05440,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,75,1,4/8/2018,Not_Canceled
INN05441,2,0,3,5,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,80.24,1,5/29/2018,Not_Canceled
INN05442,1,0,1,1,Meal Plan 2,0,Room_Type 1,4,Offline,0,0,0,91,1,5/21/2018,Not_Canceled
INN05443,2,0,1,3,Meal Plan 1,0,Room_Type 1,230,Online,0,0,0,83.78,2,5/12/2018,Not_Canceled
INN05444,3,0,2,5,Meal Plan 1,0,Room_Type 4,123,Online,0,0,0,139.24,0,10/21/2018,Not_Canceled
INN05445,2,0,2,5,Meal Plan 1,0,Room_Type 1,171,Online,0,0,0,76.5,0,8/20/2017,Canceled
INN05446,1,0,1,4,Meal Plan 1,0,Room_Type 7,29,Online,0,0,0,279.2,1,9/28/2018,Canceled
INN05447,3,0,2,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,187,2,7/3/2018,Not_Canceled
INN05448,2,0,2,2,Meal Plan 1,0,Room_Type 1,208,Offline,0,0,0,80.24,2,6/11/2018,Not_Canceled
INN05449,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,126.9,1,5/14/2018,Not_Canceled
INN05450,2,0,1,3,Not Selected,0,Room_Type 1,52,Online,0,0,0,89.25,1,4/11/2018,Not_Canceled
INN05451,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,11/1/2018,Canceled
INN05452,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,122.5,1,12/30/2017,Not_Canceled
INN05453,2,0,1,4,Meal Plan 2,0,Room_Type 1,49,Online,0,0,0,145.61,1,12/28/2017,Not_Canceled
INN05454,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,1,1,65,0,1/18/2018,Not_Canceled
INN05455,2,0,1,3,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,106,1,11/9/2017,Not_Canceled
INN05456,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,76.5,1,7/1/2017,Canceled
INN05457,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,Offline,0,0,0,59.5,0,3/24/2018,Not_Canceled
INN05458,2,0,2,5,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85,0,10/17/2018,Not_Canceled
INN05459,1,0,2,1,Meal Plan 1,0,Room_Type 1,52,Offline,0,0,0,37.33,0,12/5/2017,Not_Canceled
INN05460,2,2,1,3,Meal Plan 1,0,Room_Type 6,43,Online,0,0,0,186.4,1,3/24/2018,Not_Canceled
INN05461,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100,0,5/31/2018,Canceled
INN05462,2,0,1,1,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75,0,11/19/2018,Not_Canceled
INN05463,2,0,2,1,Meal Plan 1,1,Room_Type 1,3,Online,0,0,0,81.3,1,12/27/2017,Not_Canceled
INN05464,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,96.3,1,3/24/2018,Canceled
INN05465,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Complementary,1,0,7,0,1,7/5/2018,Not_Canceled
INN05466,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,112.2,0,9/30/2017,Not_Canceled
INN05467,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,80,0,10/6/2017,Not_Canceled
INN05468,2,0,2,2,Not Selected,0,Room_Type 1,186,Online,0,0,0,102.6,2,9/30/2018,Canceled
INN05469,2,0,2,1,Not Selected,0,Room_Type 1,15,Online,0,0,0,109,0,5/7/2018,Canceled
INN05470,2,0,1,2,Not Selected,0,Room_Type 1,57,Online,0,0,0,68.61,1,6/20/2018,Not_Canceled
INN05471,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,0,8/14/2017,Not_Canceled
INN05472,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73,0,11/20/2017,Not_Canceled
INN05473,2,0,1,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,119,2,5/23/2018,Not_Canceled
INN05474,1,0,1,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,109.35,0,5/30/2018,Canceled
INN05475,2,0,1,3,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,82.45,0,3/28/2018,Not_Canceled
INN05476,2,0,1,4,Meal Plan 1,0,Room_Type 1,114,Online,0,0,0,129.6,1,9/12/2018,Not_Canceled
INN05477,2,0,2,3,Meal Plan 2,0,Room_Type 1,46,Offline,0,0,0,103,0,3/4/2018,Not_Canceled
INN05478,2,0,2,1,Meal Plan 1,0,Room_Type 4,34,Offline,0,0,0,60,0,11/1/2017,Not_Canceled
INN05479,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,62,0,11/17/2017,Not_Canceled
INN05480,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,0,0,11/16/2017,Not_Canceled
INN05481,2,0,0,2,Not Selected,0,Room_Type 1,96,Online,0,0,0,79.2,2,11/25/2018,Canceled
INN05482,2,0,1,3,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,104.63,2,10/29/2017,Not_Canceled
INN05483,2,0,0,1,Meal Plan 1,1,Room_Type 1,46,Online,0,0,0,102.6,1,12/10/2018,Not_Canceled
INN05484,2,0,1,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,113.05,1,5/12/2018,Canceled
INN05485,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,85,0,11/12/2017,Not_Canceled
INN05486,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,Online,0,0,0,70,0,10/29/2018,Canceled
INN05487,3,0,0,2,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,137.7,0,8/25/2018,Not_Canceled
INN05488,2,2,1,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,165,0,3/21/2018,Not_Canceled
INN05489,2,0,2,4,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,156,1,6/16/2018,Canceled
INN05490,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110,0,7/6/2018,Canceled
INN05491,2,0,0,1,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,1,0,2/27/2018,Not_Canceled
INN05492,2,1,1,3,Meal Plan 1,0,Room_Type 1,215,Online,0,0,0,106.25,1,8/29/2018,Canceled
INN05493,2,0,1,3,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,80.75,0,5/30/2018,Not_Canceled
INN05494,2,1,2,6,Meal Plan 1,0,Room_Type 1,190,Online,0,0,0,123.75,0,8/2/2018,Canceled
INN05495,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,0,2,3/22/2018,Not_Canceled
INN05496,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,80,0,4/20/2018,Not_Canceled
INN05497,2,0,2,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,85.5,0,8/28/2018,Not_Canceled
INN05498,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,Offline,0,0,0,64.8,0,3/1/2018,Not_Canceled
INN05499,3,0,0,1,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,177.3,0,8/24/2018,Not_Canceled
INN05500,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,Online,0,0,0,61,0,5/13/2018,Canceled
INN05501,2,0,1,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,96.3,1,8/5/2018,Not_Canceled
INN05502,2,2,0,1,Meal Plan 1,0,Room_Type 2,32,Online,0,0,0,198.9,0,9/2/2018,Canceled
INN05503,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,88.4,0,3/4/2018,Not_Canceled
INN05504,1,0,0,5,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,80.75,1,9/15/2017,Not_Canceled
INN05505,2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,75,0,1/3/2018,Not_Canceled
INN05506,3,0,2,4,Meal Plan 2,0,Room_Type 1,155,Online,0,0,0,126.48,0,9/16/2017,Canceled
INN05507,2,0,2,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,52,1,12/26/2017,Not_Canceled
INN05508,2,0,2,3,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,105.3,3,7/24/2018,Not_Canceled
INN05509,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,0,8/14/2017,Not_Canceled
INN05510,3,0,0,3,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,140,2,12/8/2018,Not_Canceled
INN05511,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,1,0,1,41,0,2/3/2018,Not_Canceled
INN05512,2,0,1,2,Meal Plan 1,0,Room_Type 3,180,Online,0,0,0,130,0,10/10/2018,Canceled
INN05513,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,Online,0,0,0,100,0,5/5/2018,Canceled
INN05514,2,0,1,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,87,2,1/4/2018,Not_Canceled
INN05515,3,0,1,3,Meal Plan 1,0,Room_Type 4,81,Online,0,0,0,150.45,2,5/16/2018,Not_Canceled
INN05516,2,0,0,1,Meal Plan 1,0,Room_Type 1,167,Online,0,0,0,105.3,2,7/30/2018,Canceled
INN05517,2,0,0,2,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,122,1,8/31/2018,Canceled
INN05518,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,116.1,0,5/12/2018,Not_Canceled
INN05519,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,65,0,11/22/2017,Not_Canceled
INN05520,2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,79,0,2/13/2018,Canceled
INN05521,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,149.4,1,9/16/2018,Not_Canceled
INN05522,2,0,2,5,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,126.9,2,9/4/2018,Canceled
INN05523,2,0,1,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,66.3,0,12/15/2018,Not_Canceled
INN05524,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,91,1,2/11/2018,Not_Canceled
INN05525,2,0,0,4,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,78.08,1,3/1/2018,Not_Canceled
INN05526,3,0,1,2,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,123.3,0,3/28/2018,Canceled
INN05527,2,0,2,1,Meal Plan 2,0,Room_Type 5,39,Offline,0,0,0,114.8,0,1/9/2018,Not_Canceled
INN05528,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,117.9,0,6/9/2018,Canceled
INN05529,1,0,2,2,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,63.75,0,12/3/2018,Not_Canceled
INN05530,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,Corporate,1,0,5,94,1,11/9/2018,Not_Canceled
INN05531,2,0,1,2,Meal Plan 1,0,Room_Type 1,237,Online,0,0,0,89.25,0,9/14/2017,Canceled
INN05532,2,0,2,2,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,75.82,0,6/26/2018,Not_Canceled
INN05533,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,85,0,2/18/2018,Canceled
INN05534,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Online,0,0,0,89,0,11/4/2018,Canceled
INN05535,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110,0,7/6/2018,Canceled
INN05536,2,0,0,1,Not Selected,0,Room_Type 1,184,Online,0,0,0,98.1,0,10/12/2018,Canceled
INN05537,2,0,0,3,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,151.4,1,3/23/2018,Not_Canceled
INN05538,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Online,0,0,0,115,1,6/24/2018,Canceled
INN05539,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,120.67,0,12/30/2017,Not_Canceled
INN05540,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Online,0,0,0,110,1,9/8/2018,Canceled
INN05541,2,0,0,4,Meal Plan 1,0,Room_Type 4,62,Offline,0,0,0,60,0,11/25/2017,Not_Canceled
INN05542,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70,1,12/29/2018,Not_Canceled
INN05543,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,65,0,7/21/2018,Not_Canceled
INN05544,1,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,75,0,10/6/2018,Not_Canceled
INN05545,1,1,2,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,92.66,1,10/29/2018,Not_Canceled
INN05546,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108,0,9/30/2017,Not_Canceled
INN05547,2,0,0,2,Meal Plan 1,0,Room_Type 2,330,Online,0,0,0,106.7,1,10/14/2018,Canceled
INN05548,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,130,0,3/25/2018,Canceled
INN05549,1,0,0,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,129,2,9/28/2018,Not_Canceled
INN05550,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,89,0,8/6/2017,Canceled
INN05551,2,1,4,7,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,140.05,2,4/9/2018,Not_Canceled
INN05552,1,0,1,0,Not Selected,0,Room_Type 1,5,Online,0,0,0,64.68,1,4/18/2018,Not_Canceled
INN05553,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,Online,0,0,0,106,0,4/22/2018,Canceled
INN05554,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,120,1,10/11/2018,Canceled
INN05555,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,90,0,10/6/2017,Not_Canceled
INN05556,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,140,1,5/17/2018,Not_Canceled
INN05557,2,0,1,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,95,1,4/29/2018,Not_Canceled
INN05558,2,0,0,4,Meal Plan 1,0,Room_Type 4,166,Online,0,0,0,99.45,0,6/29/2018,Canceled
INN05559,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,Online,0,0,0,90.6,0,6/15/2018,Canceled
INN05560,2,0,2,2,Not Selected,0,Room_Type 1,10,Online,0,0,0,74.8,1,12/23/2018,Not_Canceled
INN05561,1,0,0,1,Meal Plan 1,0,Room_Type 1,105,Corporate,1,1,11,65,0,9/28/2018,Not_Canceled
INN05562,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,91,0,10/13/2017,Not_Canceled
INN05563,1,0,0,3,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,126.9,0,5/17/2018,Not_Canceled
INN05564,2,0,0,1,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,133,1,8/11/2017,Not_Canceled
INN05565,3,0,2,5,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,119,2,12/9/2018,Not_Canceled
INN05566,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100,0,10/15/2017,Not_Canceled
INN05567,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,85.5,0,10/9/2018,Not_Canceled
INN05568,2,0,0,2,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,107,2,10/7/2017,Not_Canceled
INN05569,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,120,0,6/20/2018,Canceled
INN05570,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,89.59,0,12/3/2018,Not_Canceled
INN05571,1,0,1,2,Not Selected,0,Room_Type 1,120,Online,0,0,0,85.5,0,6/27/2018,Not_Canceled
INN05572,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,100,0,6/2/2018,Not_Canceled
INN05573,2,0,0,5,Not Selected,0,Room_Type 1,171,Online,0,0,0,89.25,0,8/2/2018,Canceled
INN05574,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,9/4/2017,Not_Canceled
INN05575,1,0,2,7,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,67.5,0,12/22/2017,Not_Canceled
INN05576,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,139.5,2,9/29/2018,Not_Canceled
INN05577,3,0,1,0,Meal Plan 1,0,Room_Type 4,119,Online,0,0,0,162,1,9/19/2018,Not_Canceled
INN05578,2,0,0,2,Meal Plan 1,0,Room_Type 1,226,Online,0,0,0,126.9,1,9/16/2018,Canceled
INN05579,1,0,1,1,Meal Plan 1,0,Room_Type 1,16,Offline,0,0,0,65.45,0,9/21/2017,Not_Canceled
INN05580,2,0,2,3,Meal Plan 1,0,Room_Type 4,118,Online,0,0,0,107.95,0,5/1/2018,Not_Canceled
INN05581,2,0,0,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,90.95,0,4/15/2018,Not_Canceled
INN05582,3,0,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,149,0,5/9/2018,Not_Canceled
INN05583,2,0,2,0,Not Selected,0,Room_Type 1,14,Online,0,0,0,109,1,6/12/2018,Not_Canceled
INN05584,3,0,1,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,130.05,0,7/25/2018,Not_Canceled
INN05585,2,0,0,3,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,70.44,0,10/27/2018,Canceled
INN05586,2,0,1,1,Not Selected,0,Room_Type 1,151,Online,0,0,0,103.5,0,8/13/2018,Canceled
INN05587,1,0,0,1,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,59.32,0,3/1/2018,Not_Canceled
INN05588,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,95,1,10/29/2018,Not_Canceled
INN05589,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,10/13/2018,Not_Canceled
INN05590,2,0,1,3,Meal Plan 1,0,Room_Type 1,199,Online,0,0,0,106.2,1,4/14/2018,Canceled
INN05591,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Online,0,0,0,100,0,6/3/2018,Canceled
INN05592,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,96,0,5/3/2018,Not_Canceled
INN05593,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105,0,9/24/2017,Not_Canceled
INN05594,2,0,0,3,Not Selected,0,Room_Type 1,124,Online,0,0,0,94.5,1,5/5/2018,Canceled
INN05595,2,0,1,0,Not Selected,0,Room_Type 1,35,Online,0,0,0,125.1,0,7/25/2018,Canceled
INN05596,2,0,1,3,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,119,0,12/26/2018,Not_Canceled
INN05597,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Online,0,0,0,62.8,0,4/20/2018,Canceled
INN05598,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,Online,0,0,0,120,0,9/15/2018,Canceled
INN05599,2,2,3,8,Meal Plan 1,0,Room_Type 6,346,Online,0,0,0,146.59,2,12/26/2018,Canceled
INN05600,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,90,0,10/23/2018,Canceled
INN05601,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,45.5,0,2018-2-29,Not_Canceled
INN05602,2,1,2,5,Meal Plan 2,0,Room_Type 1,120,Offline,0,0,0,88.38,4,8/20/2017,Not_Canceled
INN05603,1,0,2,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,170,1,9/19/2017,Not_Canceled
INN05604,3,0,2,1,Meal Plan 1,0,Room_Type 4,113,Online,0,0,0,121.21,0,8/6/2018,Canceled
INN05605,2,0,2,2,Meal Plan 1,0,Room_Type 1,183,Online,0,0,0,90.95,0,8/27/2018,Canceled
INN05606,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,115,0,4/19/2018,Canceled
INN05607,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,81,1,1/21/2018,Not_Canceled
INN05608,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,79,0,12/5/2018,Not_Canceled
INN05609,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,120,1,6/2/2018,Not_Canceled
INN05610,2,0,2,2,Not Selected,0,Room_Type 1,55,Online,0,0,0,74.8,2,11/11/2018,Not_Canceled
INN05611,2,0,1,1,Meal Plan 2,0,Room_Type 1,37,Offline,0,0,0,115,0,10/22/2018,Not_Canceled
INN05612,2,0,1,2,Not Selected,0,Room_Type 1,65,Online,0,0,0,91.2,0,9/5/2018,Canceled
INN05613,2,0,1,2,Not Selected,0,Room_Type 1,23,Online,0,0,0,119,3,10/17/2018,Not_Canceled
INN05614,2,0,0,1,Not Selected,0,Room_Type 1,65,Online,0,0,0,80.1,2,10/28/2018,Not_Canceled
INN05615,2,0,0,3,Not Selected,0,Room_Type 1,68,Online,0,0,0,116.1,0,5/10/2018,Canceled
INN05616,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,6/15/2018,Canceled
INN05617,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,Online,0,0,0,100,0,5/5/2018,Canceled
INN05618,1,0,0,1,Meal Plan 1,0,Room_Type 1,51,Corporate,0,0,0,85.5,0,3/16/2018,Not_Canceled
INN05619,2,0,2,3,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,105.9,0,12/4/2018,Not_Canceled
INN05620,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,Online,0,0,0,103.5,0,12/16/2018,Not_Canceled
INN05621,2,0,0,3,Meal Plan 1,0,Room_Type 4,303,Online,0,0,0,105.3,3,10/27/2018,Not_Canceled
INN05622,2,2,0,2,Meal Plan 1,0,Room_Type 6,38,Online,0,0,0,171,0,3/23/2018,Canceled
INN05623,3,0,0,2,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,139,1,2/12/2018,Not_Canceled
